"","mz","rt","apple_control_neg_102","apple_control_neg_202","apple_control_neg_302","apple_control_neg_402","apple_control_neg_502","apple_control_neg_602","apple_control_neg_702","apple_control_neg_802","apple_control_neg_902","apple_control_neg_1002","apple_group1_neg_102","apple_group1_neg_202","apple_group1_neg_302","apple_group1_neg_402","apple_group1_neg_502","apple_group1_neg_602","apple_group1_neg_702","apple_group1_neg_802","apple_group1_neg_902","apple_group1_neg_1002","apple_group2_neg_102","apple_group2_neg_202","apple_group2_neg_302","apple_group2_neg_402","apple_group2_neg_502","apple_group2_neg_602","apple_group2_neg_702","apple_group2_neg_802","apple_group2_neg_902","apple_group2_neg_1002","apple_group3_neg_102","apple_group3_neg_202","apple_group3_neg_302","apple_group3_neg_402","apple_group3_neg_502","apple_group3_neg_602","apple_group3_neg_702","apple_group3_neg_802","apple_group3_neg_902","apple_group3_neg_1002"
"M115.0023T15","115.002312345521","15.0322320934494","362.534107409557","303.935788069415","377.104838375977","362.687822643381","402.12871564475","376.11169279535","385.395011153893","346.837559073587","280.314882991729","436.467346254321","340.223551722507","346.540899869412","367.857073648406","346.444436663154","309.50217807971","389.081856259445","356.998899065949","319.247505617937","347.960029104707","351.074386906966","314.440349055511","356.192286558167","376.596955151061","366.505891928007","294.163695937349","354.269760612009","390.720707187324","353.418033945361","350.473045158713","314.002954437074","332.891385881894","338.098636168871","382.187182775719","400.090488129113","361.483031891457","398.079288267164","348.756049705454","369.013577801777","384.838033758362","323.1757480052"
"M116.0038T14.6","116.003795081689","14.5907774290136","12.097219238853","14.2861773892632","21.6536963758383","22.6412939991957","22.4846865144454","26.3566553834746","23.0233389713775","20.7527312409754","13.1491379144917","23.571513977085","16.9903810419657","25.7131617078388","16.4810121161726","21.9908841598607","13.2107435782604","23.5785369659259","23.3033296561971","19.740169186098","20.2434485636131","23.6169793019717","21.9568399793481","21.8693243302024","27.0668279972121","21.373054780927","19.7820750706214","18.0624518396598","18.8522402821949","27.4571757504289","20.2703765736113","20.8708173782192","23.0663270972852","18.632143031049","22.5060587970387","24.046904668848","18.5026887450956","20.8939084471445","22.9830364150186","20.290361784836","21.0499108020928","21.944290096894"
"M121.0498T421.7","121.049817719794","421.668972676324","27.4103991019647","34.4681419443532","28.4535318755491","23.3821746993776","27.6073759256797","19.8138596657607","30.5179795596468","23.947374823527","23.8709221114608","23.5980180425196","27.5497774572326","26.7603403981411","33.0676166717761","26.79494583154","25.7811028886499","30.1118555936609","24.1874422011513","29.009972557528","33.0084780753014","35.6543216479035","16.9629281074498","26.3627703746076","23.5785662968098","25.1209909519247","26.7902860708347","24.1254298284026","26.1723282012794","26.3236112668809","21.933551040316","23.9454082122842","24.5661449895827","23.3767335167495","25.7361259979425","29.0394167354037","30.5838048428345","28.3180519141666","21.9663489759486","32.8946158523872","22.5977900015011","28.5060761977713"
"M122.0373T504.5","122.037269525869","504.535832915582","33.0651940159735","32.8983075814886","35.7287417990156","21.4279346346575","26.9198884335419","26.0885173657453","32.7794501214192","37.7880748229678","29.6534064225213","40.1670041295292","35.1966278127657","30.3547212795929","22.9516152568394","31.7797021525294","30.8097033198628","37.8581479924305","34.8446704144953","29.3379021085439","31.0240511890333","29.9502563294763","27.4236028990614","28.0804057134956","32.2370867773243","27.6193627530536","33.4678317656571","25.9697074049309","36.8536411534126","39.0116548519613","28.0596828148045","25.3274067775971","33.3148551746882","28.0306974633065","42.8412326432965","27.8172775423023","35.8354751019144","29.9024922808203","32.5275262035648","35.1958675293863","45.1991738673514","39.0454562531304"
"M125.0956T438.8","125.09560211432","438.823139336052","44.331325488356","49.7196673276467","35.9409962370046","47.1316684687044","50.3192252647682","49.3730464353118","48.2148618095171","38.1416974310741","44.8125270803971","44.57873564657","33.4645133760745","33.0561152886578","37.5946191429575","44.6028463034705","41.5834179647734","51.2516524800833","45.8793755403061","42.632809442967","42.8848706256849","45.9648980544234","49.3548441286211","43.1615370927361","37.7079830601671","48.3922940686971","39.9738083519377","38.1326630004187","43.121320959568","48.5220183017235","48.4964030569183","46.0799899520879","40.2255426096301","40.5214644432876","43.0154407782339","47.3119550948508","47.8614057771551","45.3273613304964","43.8173853456743","61.2270513110402","51.8276838744233","34.9096662037532"
"M125.8737T196.7","125.873692146055","196.724844474914","36.8863847943391","35.7820780940811","37.3516510986588","34.617564696579","35.6906033686804","39.2091539636325","37.3335347026675","28.9647911386006","32.9428044106107","36.8176589814432","31.8337842035773","34.1030230678056","31.8502844077381","31.7458381231723","41.3452176007182","36.9444133599409","42.2934397190931","35.8362751976115","36.9249622395621","30.5834249883967","39.7378575371431","40.6387807004807","41.891515962023","29.5647420047202","28.8852694710991","31.2545173289462","31.1978411123563","40.4243834035728","30.7097614954543","39.3626765438004","36.4411133890462","24.167425537831","33.4340470580517","25.3142744092224","35.283494852551","33.6422930996816","35.1447071354849","36.7551239679531","39.6409409151903","41.4376773139464"
"M127.0752T380","127.075161543263","380.028126011772","44.1664820257008","44.4372922377189","41.67943802577","39.5002691861375","43.3703916236465","34.1499242101919","58.0739859731916","43.3647679184387","57.8200683342685","47.213868395201","42.3637274931945","41.3738514469623","38.8496211655462","42.3370207791684","34.0851038285456","48.7863915508905","36.4750748524024","45.1012371318167","42.572796194574","56.0796214071026","41.0701569292874","42.3292411534777","44.8711553516177","32.2495562931097","45.8043680155176","42.5909036986509","39.6701464550283","44.2417497360663","30.8008025970272","40.7852890801331","38.9083999696193","45.5256214435776","47.6597677233624","54.8754249041428","43.9819387028484","51.3460194076047","44.9551866012563","46.358692330457","68.714188765084","44.2290903551306"
"M128.9969T15.4","128.996934955392","15.4304551907343","94.2561553171828","110.285433771542","55.3954940707604","70.5813478331009","60.6141962265383","88.358567577872","88.2359080179333","76.3188613293785","48.5457118806995","101.126148935928","111.649061733601","58.2986618180651","96.062288829137","52.8091652307929","40.9223621783076","47.8411653131661","81.4525004471345","42.29325290426","56.0783901631174","41.747634862643","104.588190809067","86.934693493828","95.689988072724","51.0191273255803","60.6687619467764","59.5182295325856","87.5636703308829","48.6654202601345","93.8425706740804","41.1450950941472","61.1841490474207","41.5699116912259","116.066360422585","52.3214037509939","37.7083978634164","37.12336938152","46.4855120843253","45.7441642196925","58.4418101946273","45.0389329686992"
"M131.0303T11.3","131.030291959102","11.3245965046875","19.2301051078864","29.3375376155862","22.1099593364435","42.8212843264606","50.2710974163124","26.8383669588169","31.5224353228935","36.7688637225976","27.3472581094669","14.859637199212","39.2311531397507","39.4041019362522","40.6442223823606","22.0657561241028","17.0194597243965","33.1817831301634","9.88584655075854","42.9052638898873","15.1074075889602","20.8041497126803","34.5228327181734","41.8190597275251","33.7016908165848","22.3875388168352","13.2192318840805","32.0629693878302","18.0020090656315","60.5539325313378","13.746335410304","19.1621754728834","31.1498875650887","37.5935237304741","41.4173441112119","24.2408187164974","20.1582578611685","21.0211116235825","12.6513645055747","43.1190109703263","24.1795666231501","24.366829431989"
"M133.0137T15.5","133.01368429419","15.4817936594731","782.868476629453","716.700142072827","764.973178605116","859.549095035031","876.091210675667","818.810826695763","850.142913100232","739.684797608431","695.923742452712","988.91648781375","714.857783458004","854.515209713621","833.545855471598","858.101274921068","770.618774924164","839.85533357704","835.353239557578","778.619017967687","783.156836947566","820.00217265714","719.613873634809","800.679215161273","816.074782312254","760.923275268867","745.761661498861","776.419920865769","878.684942472492","803.372893912897","846.10557581967","789.936952003093","747.782380889073","821.456932007449","874.105200724245","882.199023972046","865.010938931666","842.154797831789","872.091882016396","796.625321491874","848.345131935726","755.699271014066"
"M134.0175T15.4","134.017479051776","15.4315099151543","35.3542973923452","39.1530324860695","40.1822084338206","34.0054441544975","39.7200649089603","40.2727232372748","44.412635524165","39.9305703450409","28.0056676281731","43.6371794967701","42.914851748818","43.2604115390416","42.8772926696838","40.1666988751265","45.1733536739785","53.0057840819407","42.4066380723525","37.6817602974007","45.9562641624107","46.9625881016348","33.3985580510288","47.4393093744638","40.238517105891","40.5287880017897","32.0542889746855","45.6250063969649","33.8563032890139","34.5994951332873","42.2005042288245","38.3916748612818","38.1192641627887","44.829283610539","47.6648630973776","44.9340661645603","42.3862171769342","42.9609044992103","35.1212854721131","34.1523765232243","47.2111129809329","38.4723539750938"
"M135.0214T15.3","135.021445490131","15.2604919908675","18.9007734146367","18.0897660740023","14.8324347534168","14.0933868409569","15.9736709343175","16.4729107133201","18.0929990689584","12.6512817921946","16.436422780091","15.9055919905087","22.6487479896778","14.8060104463491","16.9863274342579","16.661968395963","13.248605563996","18.1026256319039","18.5631912484529","7.7009936181493","19.146991934304","18.5816450995622","18.6031629048042","16.4088596302949","19.806857831685","18.0951576692527","14.7713910643119","16.9618498464627","14.8553770737","13.7121409379976","17.9219081490589","10.4375110029713","20.35690911073","20.5455069114228","21.8632908201369","16.9822771225699","16.0974581744214","21.4450629016055","13.2357710919362","16.4465810268615","17.0387494496397","17.8410062100804"
"M145.0505T717.6","145.050548630214","717.616448497558","306.391994804108","316.736106919187","187.470273935787","245.400940018466","302.548613280659","283.817584085399","266.655863585447","195.727111735967","291.418384618811","333.26577920759","298.922655959008","224.95606416552","278.191697013254","210.350781721126","266.760966871312","318.557602149268","206.316882648155","173.277976342517","354.21453395477","332.131084308587","272.132680671089","274.432844435716","289.602543259525","344.504357556759","310.934537627544","296.634464778102","272.942742857283","340.127480305241","161.001290066981","257.663945843218","269.012595606251","258.876546979123","302.519459283868","334.209736151346","344.727390521293","349.370026910467","199.567247020937","254.657474102793","277.366301886755","148.049866551064"
"M146.9579T726.1","146.957891519528","726.143302200084","33.2775149063764","26.0301592049041","33.3070916323715","31.2762523963917","35.5879752268083","26.9448166379347","34.1461376784864","21.9569411482481","31.368871112117","27.4559375631562","29.4764992314421","27.8473937904822","27.8240350902462","35.333756408008","25.8731566341989","38.3699002429271","32.6974541169753","23.1046014942258","32.3522132271597","31.2104714863666","23.0816838201949","24.7235751937166","30.7685026047249","30.788672615254","40.4496177932035","28.5614465363191","20.6863010754113","29.5833781541632","21.3248620286189","34.329515755785","30.5999375017328","25.4633356503099","44.5096654586868","25.1785651014126","36.9716458650668","44.9816998323058","25.4686259331168","28.2629775900959","39.1609951061514","40.6337920799278"
"M147.0299T23.4","147.029918930702","23.3725427045598","613.953570316518","940.594770626637","326.873426179764","418.284844766796","553.329903778748","573.644603272337","487.415210629842","395.331250246766","345.029622729126","446.76082207857","700.421567145626","584.789102551622","638.867080911449","552.512395092121","217.948519223306","318.531085936621","502.58638645347","318.329660397566","546.163968662191","340.318082388568","617.448548791748","558.698865226392","671.7634593186","520.110750036049","231.468962503973","282.340633491001","482.61516054415","369.811845508299","473.853077184083","298.658719286498","663.530444734326","558.016058269116","713.337878030275","589.619944662639","228.411646337059","298.800898645523","488.453937781438","342.158455223764","528.94603211376","323.954225281335"
"M148.0335T23.2","148.033548864886","23.2424685605107","39.9926918741244","53.7271053698968","21.2787105860488","24.8379748616412","44.6302154692106","28.8717833243603","30.5471726320279","26.143736041624","22.3724433194282","29.4661443709163","37.5809090127504","36.3525237548201","47.5548993999287","26.819924832797","15.3317705515272","16.8891128963263","33.7966968446627","21.9407735131648","37.1451593857273","20.6874020080284","39.7733113705874","31.5938088780704","34.4091392913657","36.6416825245939","10.3937744819542","14.7602489153448","28.9302307467049","28.7751058187698","30.8053208182637","17.4234382060147","44.1179449447501","39.829384106752","46.9108919288166","29.9465358843846","12.5651020819184","23.7867179085418","31.134639873951","19.6484804906087","28.3859756639727","20.7721745997001"
"M149.0562T421.7","149.056168289444","421.71764981146","25.5503148860989","25.1883532163674","23.5785276585114","17.5337562542283","23.4466065246215","28.4572265442594","23.5411086559651","18.6919896138293","20.9083662572046","25.220575778585","20.8284446210007","18.7336860575845","21.0383391585833","19.7307763231343","15.3774879501299","26.1251695166779","21.9422944533453","24.4631062955814","24.4596746698847","22.9704154174743","23.4635527099857","21.0902160789996","19.1929709397464","23.3506082160784","19.7186011966399","18.602076905147","20.7587565617731","20.8360538539464","24.6752458886054","11.5286095139871","27.3496577703116","20.1221714260712","26.3178489159887","25.1687526964753","19.141235248745","21.6169069060993","18.6290285323617","18.1596518288928","24.022935305497","14.2741695460847"
"M158.9788T9.8","158.978774607081","9.78046292924746","110.92463417595","112.558649820641","129.680940486971","115.593565803086","145.833360897421","106.410465099553","109.98118721385","122.841868282279","116.442371709204","127.282256937872","131.614806419666","120.933282519124","116.120469780056","129.757920667676","95.8518678337697","123.745307920998","125.349329871834","98.183651765341","114.038779445835","119.485857381764","118.390707803385","122.937952410545","117.544141302227","103.704433859767","109.300338137849","106.655775702521","110.974705240798","103.977069480613","111.770944546987","122.562894466711","144.371093855369","110.009401692546","134.360922073403","115.183636666767","119.469261920024","117.147511089235","129.221803684434","110.365688223108","113.097978316931","115.029978640688"
"M159.9818T9.9","159.981785114364","9.88990678679153","21.9243153364227","23.7657733900726","19.1787068782332","25.8444530255094","21.444967188622","18.6575929227086","22.0678340035815","23.8715332734049","24.2965507242865","25.3574294029681","22.522472826798","20.4202621789074","21.1730648882784","21.9928251863127","11.0350103344055","25.832823062411","18.7167532272351","18.2062439900577","15.8391108602092","29.6541101101117","20.3116739954554","24.2495817539954","18.8034641222342","18.8000646773115","24.334477393384","12.0063094902134","13.0968319166737","19.3724191930802","21.4172445565396","13.7631289290778","25.3597220238279","16.984743454182","17.6213924767409","23.1702964317249","25.850155705044","16.5775755560328","16.5892831555423","18.7616849012859","14.1172723732243","22.0123664229939"
"M160.8427T195.7","160.842747448889","195.70838069762","56.0414080339952","59.6260462312906","56.8734031477795","48.1002566168469","61.3324436473528","46.8932266172755","52.9080714978747","61.6298232780281","44.507309060848","52.9329895812505","60.4130673269488","54.6782254013772","54.5377061477968","59.2570159087944","60.9436373115019","67.0121640197294","55.5048151324338","66.0376880703734","69.960458517689","68.9310452478576","62.1678730968185","64.7016103311577","53.4850068818079","48.9699300419733","53.5348071544314","56.6291225410211","56.0009120870563","63.4059075740908","53.1207894367071","52.0368555621434","56.9518858441797","63.304796671007","52.5955306553859","62.5007380772633","58.9026922565062","62.8857078952443","63.9910919513503","54.851800606332","70.4219303926418","62.1777067051373"
"M160.977T9.9","160.976979875641","9.86762739493055","44.3588917224352","20.4203431706279","25.4396551690155","17.1085934044031","22.7695316060773","21.4997179290695","18.8582938289318","19.9238582187626","15.421880341939","26.5794022020727","28.3099317684776","11.0540329075154","17.172534650393","54.944550041053","20.3755706927252","52.7919837154146","19.1818564712865","18.2169509138956","19.2849164474359","14.2898233365957","21.5016350813124","37.5190564101803","49.107026737822","19.8757285855551","16.0065752329662","24.4003086438216","39.3292217779069","16.4907384080382","14.3747551103561","38.0577202214322","34.3287466431859","19.3525150891581","18.195277741734","17.2066243697014","19.2973965150808","22.1124017273784","15.4545998441486","15.4425115140373","20.3838836289626","23.2652716384103"
"M162.84T195.4","162.839950281424","195.39018560395","52.6510921833008","48.3814925786227","64.3021045254742","44.392862612789","65.4082276129219","56.4428267008134","57.7041669342194","56.4103960332823","45.6620524981739","51.9463851718335","52.9699679696391","52.8260303324838","49.7587041938734","61.0054902678613","49.4562389394005","64.023776709425","45.7911046641907","58.9421506312043","61.7123726115527","45.1891909153565","58.237765257537","55.0961437324416","51.5545889959377","52.8954568406353","50.6849202621877","47.2569064789508","48.7612202728919","55.482536471629","48.8694576300268","50.6946068873561","53.0229122973049","47.3551053043444","53.6264031695027","54.8159005498367","59.4130339021754","70.294008662522","35.0095067890218","52.3432196856307","57.3284140956947","59.6605713967814"
"M162.8466T728.1","162.846627676964","728.136290276473","30.95123740139","22.1059912045798","26.4333147960086","32.805014624074","24.818923230421","32.5045753300008","25.0751714814658","25.1906831997925","21.5384960583309","29.6942835412417","17.3184368751043","21.5438290155483","20.9365687962129","26.7300430479663","23.7778056899189","31.4176145126948","22.2796314887734","23.8243146387401","24.6545716990802","39.6585017517511","24.5397728149975","24.8611339136087","25.5914198070823","21.0304696545112","24.5406503235164","19.151507330753","21.1154599538969","24.2855546473784","26.0044982478121","21.7757143874194","24.9167654840149","18.2178570589766","22.711821462113","30.8317442648859","27.4923046908188","26.3715986787975","25.9730206483106","23.8349873318263","28.1766728146849","30.8155138979853"
"M163.0385T344.4","163.038543701719","344.394596539957","12.1438007508001","12.7023309562875","20.8900604475657","24.8508490713425","20.2643277616528","14.889797000583","16.5308601460603","11.6097883118935","17.0727113314615","29.3568678318869","18.6739001663991","23.6731831523678","15.4434857872507","12.7089239763184","13.2684957815871","19.8735795221975","21.5743271337487","11.0533455129883","22.3741401851394","23.7596465774995","12.1564160750501","19.1861328429056","19.8982779686639","12.1628009266297","18.2413185226535","16.0480764207343","18.7379856596118","18.1123995855305","19.3392470811269","21.9993179979184","16.0139735028615","24.1780784218863","21.5211433632189","15.4447065645277","23.2101362036263","18.1818161659649","24.1929519468413","21.4722733387366","18.2246211166323","19.7832805799662"
"M165.0515T278.1","165.051518758698","278.106509954327","16.4236258489484","13.4849602634661","17.0171005665511","17.9922160659325","21.1019583053313","11.1440626850233","20.941059115951","16.4846571114406","17.6016209908067","15.8708973809341","24.6395196945917","21.119621560365","9.98667223420027","11.1535649426741","14.1006666427399","14.0468025238486","11.7308056557608","9.40363278509405","18.2640843891204","17.8332207104074","19.2715803629085","19.1979694941355","13.5425831382185","7.04883733612311","14.0674140007411","13.5040931978511","9.9714572289351","9.99126246179626","11.7235866428806","15.8151237939962","20.288035122907","14.6821154181732","15.2416122186796","10.5430069930459","18.6886066126107","11.693313356397","21.6978061665119","11.7263863865442","15.8092330151864","16.6731363850977"
"M167.0327T715.9","167.032697143983","715.878165175066","298.019823287533","290.93050763532","182.503173827994","247.318795302757","283.973359213727","322.820035749991","234.397706722763","291.179418497869","164.607586052837","338.18741836697","178.784657136463","159.033747295431","261.220224976768","216.865067522746","278.709956138786","300.304695633112","297.392069715188","331.426209046876","159.19436234815","272.259823085118","254.084568350859","234.809709020886","236.305934010683","270.149437184027","291.534461997985","266.205055968238","298.72458243108","299.90751866746","276.774446016751","132.730332836949","356.341818610841","274.565042148467","294.148052496218","296.580995582529","263.334893505395","316.295863437245","279.289519202091","297.512707074687","173.028890681066","165.209960829623"
"M167.0328T657.3","167.032831645355","657.251655550845","146.693497854606","192.283353633284","160.028895123246","194.008496092965","162.851757249026","219.79163305413","166.628873528076","146.739252964445","166.169264234722","196.457938985528","199.17302080658","247.817468721964","175.490890378536","272.101779829232","145.378971488481","207.824689683597","185.687537484635","237.007154413145","173.509600556525","169.849166277729","179.466448249932","156.670926233041","182.044206686006","142.930293879963","161.674251614237","135.026334660613","143.15473083404","271.119888701474","133.920842273111","172.607985283248","101.027208763954","134.818636835132","262.022379480968","170.743238021116","184.666926667865","159.047693280195","154.403090318389","153.764609818414","155.895486519982","181.33178910531"
"M170.8417T727.1","170.841713214898","727.127189747901","14.330285424596","14.2826775166668","18.6933730924702","8.25233088594285","15.9585095791697","17.0904380148762","17.1394239087385","14.9090007221607","12.6696228229127","14.8712476445044","12.6669943953255","20.01986984486","15.4730905688266","19.2736712568228","11.5727406366576","16.9944460389454","9.91575654521342","16.4951939678594","14.8765469047753","14.8713311088471","17.0334791844543","18.0912381552916","20.6207076763167","18.69573620341","14.8746304438445","13.7790737224876","14.3139008595132","15.4098834465519","7.16817504096526","12.0926874142281","18.1723442118427","15.9665628643967","19.8319276442459","14.3141000528695","14.3265235760158","15.9924688305922","9.9218549739587","16.4830245325156","19.1671410649843","20.3290647456997"
"M171.0972T440.6","171.097173828572","440.618135081613","40.1595082604464","46.9967984943363","35.1974095684713","37.6261195335487","39.8503557184121","33.3477148226884","36.7624357125879","33.5237353623161","34.9127767079649","35.7996921985338","28.0496420203667","38.4010852040083","35.3296208388783","37.4318782946248","43.1515828815534","40.7015344006213","37.0434842370948","36.3422629365748","38.072471325735","33.7008039093334","42.2914618808072","31.657611911146","39.8659265891494","24.5607004114572","49.1499005254664","35.8656831511453","33.8896405612957","41.5788915925696","41.4222997744864","35.8752058087284","36.9268285513781","30.7727850629113","32.4086968829024","41.6085220416353","43.0361177885643","42.4198109441695","32.674897650096","43.1864628883508","46.6289121353275","41.013267080619"
